suburb|price|unit_price|unit_percentage|income|remuneration|multiplier|agreement_term|agreement_remain|agreement_age|total_unit|wage_per_unit|owner_occupy|letting|income_per_letting|look_ups|outside_agents|manager_bed|manager_bathroom|manager_car|office|office_hour|agency|agent|complex_feature|url|title|description|unit_feature|pets|last_update|property_id|crawl_date
Upper Mount Gravatt|1920000|520000|0.27|248750|108175|5.6|25|21|14||0|0|50|0|0|0|3|2|2|1| No set office hours| Shine Realty|Celine Tseng|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/UpperMountGravatt-QLD-3885615|"GREAT LOCATION AND LARGE INCOME
              "|This unique complex sits in the excellent southern suburbs of Brisbane. Take advantage of the great connections and lifestyle opportunities its location has to offer. Walking distance to Garden City Shopping Centre. Close proximity to both Griffith University campuses. Close to schools, bus stops and highways. This business boasts a large income, especially for a southern suburb. It's a very sizeable return for the little care-taking work required. It has a long agreement time left to run. This complex will definitely not last long on the market, ring today to book your inspection and you won't be disappointed. |" 
                       "|No| 1 week ago.|3885615|2018-09-20
TAIGUM|1235250|0|0|274500|116001|4.5|25|25|0|90|1288.9|18|72|2201.38|0|0|0|0|0|1| | Raas Group|Robert Collins|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/TAIGUM-QLD-3885469|"Two complexes OTP sold together
              "|The Developer has an expectation of offers from $1,235,250|" 
                       "|Yes| 2 weeks ago.|3885469|2018-09-20
Mango Hill|955000|405000|0.42|121219|56976|4.5|25|23|0|50|1139.52|2|45|1427.62|0|3|3|2|1|1| None| Resort Brokers|Brent Staker|" pool and BBQ
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/MangoHill-QLD-3882940|"Neat and Secure Mango Hill Business Netting Over 120K Approx. | Resort Brokers ID : MR005382
              "|Resort Brokers Australia is excited to offer to the market Kinsella Place. This management rights townhouse-style complex is located in the suburb of Mango Hill. Mango Hill is arguably one of Brisbanes most up and coming locations. The growth in this area has increased significantly in the past ten years attracting new local business co-existing with current well-established businesses.|" Three large spacious bedrooms and two bathrooms. Single lock up garage and one visitor spot. 
Multi-level with a spacious lounge and dining area.
                       "|yes| 2 weeks ago.|3882940|2018-09-20
North Lakes|1758400|495000|0.28|238378|91997|5.3|25|23|7|75|1226.63|4|70|2091.16|0|0|3|2|2|1| No set hours||Glenn Warren|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/NorthLakes-QLD-3884731|"Large income Townhouse Complex Ideal Location North Lakes
              "|Perfectly located townhouse complex, modern and easy to maintain|" 
                       "|Yes| 3 weeks ago.|3884731|2018-09-20
Seventeen Mile Rocks|0|550000||202100|122130|5.2|25|24|0||0|0|36|0|0|4|3|2|3|1| none| SIRE Management Rights|Richard Skiba and Jessica Dong|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/SeventeenMileRocks-QLD-3884496|"Permanent Management Rights | Big Salary with Massive potential
              "|Managers  Residence: |" Spacious manager unit Suitable for a family
                       "|No| 2 weeks ago.|3884496|2018-09-20
Eight Mile Plains|1980000|520000|0.26|279536|169539|5.2|25|20|9|124|1367.25|0|48|2291.6|0|0|4|2|2|1| Monday to Friday 8:30AM to 5:00PM. Saturday 8:30AM to 1:00PM.| RCA Business Brokers|ROD ASKEW AND ERIC BRIZUELA|" UDIA Award for Best Medium Density Development
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/EightMilePlains-QLD-3885850|"BIG $279,000+ NETT PA
              "||" 165m2 Town Home with Office
                       "|No| 6 days ago.|3885850|2018-09-20
South Brisbane|3376000|640000|0.19|480037|172676|5.7|25|24|12|117|1475.86|37|78|3940.53|0|2|3|2|2|1| As per agreements| Next International Realty Pty Ltd|David Jiang|" - 20 metre lap pool- heated spa- BBQ facilities- media room- gymnasium
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/SouthBrisbane-QLD-3883414|"Big Income Permanent and Small Short Term Mix in Central South Brisbane
              "|- Perfectly located in the prestigious heart of South Brisbane, offering inner city and South Bank charm|" 
                       "|No| 1 week ago.|3883414|2018-09-20
Spring Hill|1850000|485000|0.26|288000|118276|4.7|25|18|36|54|2190.3|24|27|6286.07|0|1|2|2|1|1| Specified in Contract| Joy Realty|Robert Lin|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/SpringHill-QLD-3865723|"Corporate Management Rights Business Only
              "|Spring Hill $1,850,000.00|" 
                       "|Yes| 1 day ago.|3865723|2018-09-20
Redcliffe|307500|0|0|66000|27196|4.7|25|20|5|28|971.29|0|28|1385.86|0|0|0|0|0|0| None set| Management Rights Agents|David Manson|" Equipment Shed
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Redcliffe-QLD-3884160|"Redcliffe Management Rights Reduced to sell No Managers Accommodationl
              "|Redcliffe Management Rights Reduced to sell|" None
                       "|No| 2 weeks ago.|3884160|2018-09-20
Bowen Hills|398061|0|0|86535|37000|4.6|25|25|0|37|1000|1|28|1769.11|0|5|0|0|0|0| Nil| Resort Brokers|Gareth Closter|" There are no common facilities that would add duties to the caretakers workload.
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/BowenHills-QLD-3880536|"Inner-City Business Only Management Rights With Attractive Multiplier! | Resort Brokers ID : MRB005319
              "|This modern apartment building offers the successful buyer a great opportunity to secure a low maintenance building that is well positioned in the letting market and is always full.|" Nil
                       "|yes| 3 months ago.|3880536|2018-09-20
Taigum|1750000|380000|0.22|264498|189432|5.2|25|21|0|125|1515.46|0|52|1443.58|0|18|3|2|0|1| No hours| Resort Brokers|Jane Fang|" Wi-Fi, Foxtel, Pool, BBQ
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Taigum-QLD-3880381|"Cracking Management Rights Opportunity in Taigum | Resort Brokers ID : MR005318
              "|These two cracking management rights businesses must be sold together. Located next door to each other in the suburb of Taigum, which is becoming a very popular North Brisbane location.|" It is an open three bedroom, two bathroom
townhouse. It features air conditioning and ceiling
fans throughout.
The layout of the residence features a nice kitchen with bench
space with living and dining together giving an open plan feel. The
bedrooms are all neat and tidy with the master bedroom
consisting of built in wardrobe and ensuite.
The outdoor living space is perfect for children and/or a small pet.
The office is exclusive-use to the manager and on title. This office
is of medium size with a separate entry to service tenants and
owners.
Equipment in the office is part of the sale and will be passed onto
the incoming manager.
                       "|yes| 3 months ago.|3880381|2018-09-20
Woolloongabba|1270000|0|0|235615|0|5.4|25|18|0|69|0|0||0|0|0|0|0|0|0| | Resort Brokers|Nathan Eades|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Woolloongabba-QLD-3881236|"Two of the Easiest Businesses with No Real-Estate | Resort Brokers ID : MR005250
              "|Gabba Lifestyle Managers owns and runs 2 management rights within walking distance of each other in the central Gabba area of central Brisbane. The current owners outsource all duties to property management staff and a part time caretaker (all wages added back to the P&L) and have a very passive role in the businesses. The caretaking of the buildings are ridiculously low, in fact the two easiest buildings we have ever sold!|" 
                       "|no| 3 months ago.|3881236|2018-09-20
Greenslopes|1487897|650000|0.44|174562|94126|4.8|25|19|0|65|1448.09|0|41|1961.85|0|0|3|3|2|1| None| Resort Brokers|Jessica  Wilkie|" Pool, Gazebo
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Greenslopes-QLD-3879522|"Low-Rise Complex in Greenslopes, Nett $174k&3 Bedroom Freestanding House  | Resort Brokers ID : MR005301
              "|Enjoy flexibility and lifestyle just 4 kms from Brisbane CBD. Option to reside in well-appointed freestanding 3 bedroom, 2.5 bathroom house with attached office.  No set office hours&option to live offsite. 19.5 year-long agreements have been recently topped up. Secure letting pool, option to grow income with a hands on manager.|" spacious open plan, 3 bedrooms, 2.5 bathroom, separate laundry, large rear courtyard
                       "|yes| 3 months ago.|3879522|2018-09-20
Woody Point|355000|0|0|82703|81000|4.3|25|8|0|81|0|79||0|0|2|0|0|0|0| 0| Resort Brokers|Brent Staker|" Pool&BBQ
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/WoodyPoint-QLD-3883150|"Solid Caretaking Business in Woody Point | Resort Brokers ID : MRC005388
              "|Resort Brokers Australia is excited to offer to the market a caretaking business. Waters Edge is an easy to run caretaking only business. This is an apartment style complex located in the suburb of Woody Point located on the Redcliffe Peninsula. Redcliffe is arguably one of Brisbanes hot spot locations for a weekend visit and unwind. The growth in this area has increased significantly in the past ten years attracting new local business co-existing with current well-established businesses.|" 
                       "|no| 1 month ago.|3883150|2018-09-20
Merrimac|1095000|465000|0.42|131000|53526|4.8|25|24|6||0|0|37|0|0|0|4|2|2|1| NIL| Liz Lavender Management Rights|LIZ LAVENDER|" Minimal gardens
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Merrimac-QLD-3870437|"MERRIMAC NEAR ROBINA
              "|CLOSE TO ROBINA!  NEW TO THE MARKET!   You will be impressed with this easy business with low maintenance grounds.  Security gated estate in quiet, central location close to schools, M1 and few minutes drive to Broadbeach.   Rents up to $495 p.w.    Long Agreements, no office hours, separate office. Easily operated by one person. |" High ceiling downstairs, Gourmet kitchen, Stone benches, Powder room, Private north facing courtyard, Air conditioning downstairs and 3 bedrooms
                       "|Yes| 1 week ago.|3870437|2018-09-20
South Brisbane|3376000|640000|0.19|480000|172676|5.7|25|24|12||0|0|78|0|0|0|3|2|2|0| Monday - Friday 10am - 2pm| Shine Realty|Celine Tseng|" Swimming pool, Spa, BBQ, Gym, Theatre Room
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/SouthBrisbane-QLD-3881704|"Perfect Location & Big Income
              "|Location! Location! Location!!|" 3 bedroom, 2 bath room, large courtyard,
                       "|Yes| 2 weeks ago.|3881704|2018-09-20
STRATHPINE|0|385000||172000|135000|4.8|25|20|0||0|0|30|0|0|0|3|1|1|1| NO| SIRE Management Rights|Richard Skiba and Jessica Dong|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/STRATHPINE-qld-3871833|"Great Lifestyle Business
              "|- Great complex with high salary per unit|" 
                       "|No| 6 months ago.|3871833|2018-09-20
Newstead|575208|0|0|110617|51984|5.2|25|23|0|35|1485.26|6|48|1221.52|0|7|0|0|0|0| No| Resort Brokers|Jessica  Wilkie|" rooftop entertainment area
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Newstead-QLD-3881065|"Business Only In Newstead! Very Low Maintenance! Perfect Add On! | Resort Brokers ID : MRB005338
              "|Genuine Business-Only Management Rights in the heart of Newstead. There is  no need to buy real estate or live onsite and there are no set office hours.  Extremely low maintenance building with a rooftop entertainment area however there is no pool, gym or any mowing! The building consists of 48 stunning one and two bedroom apartments with 35 in the letting pool.|" 
                       "|no| 3 months ago.|3881065|2018-09-20
Waterford West|2250000|499000|0.22|355000|184000|4.9|25|23|0||0|0||0|0|0|5|2|2|1| No| SIRE Management Rights|Richard Skiba and Jessica Dong|" 
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/WaterfordWest-qld-3859413|"First Class Permanent Management Rights | EXCLUSIVE
              "|First time on the market in 10 years.|" 
                       "|No| 1 week ago.|3859413|2018-09-20
Burpengary|650000|0|0|131000|87000|5|25|24|0||0|0|34|0|0|0|0|0|0|0| NONE| SIRE Management Rights|Richard  Jessica|" - Low Maintenance- Good location- Close to transport  schools  shopping centres- Very Good
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/Burpengary-QLD-3876325|"Excellent MR - No Unit To Buy!
              "|- Enjoy the ROI for this ideal MR|" - No Managers Unit- This makes this business very high ROI
                       "|No| 4 months ago.|3876325|2018-09-20
Forest Lake|1270000|365000|0.29|171000|81114|5.3|25|20|0||0|0|39|0|0|7|3|2|1|1| NONE| SIRE Management Rights|Richard  Jessica|" - Low Maintenance- Minimal Caretaking Duties
                       "|https://www.TheOnsiteManager.com.au/permanent-management-rights/ForestLake-QLD-3876020|"Excellent Location - Make an offer!
              "|- Easy to run business|" - Spacious 190m2 floor area- Office on title- Highset- Air-conditioned- Private courtyard
                       "|No| 1 week ago.|3876020|2018-09-20
